,종목코드,해당년도,매출증감비율,영업이익증감비율,당기순이익증감비율,자산총계증감비율,부채비율,부채증감비율,PBR,PER,log(PBR증감비율),OPM,자본유보율,ROE,ROA,현금배당성향,group
618,071840,2018/12,0.004239365993324581,-0.006643782526851954,-0.01989971052090419,0.972695500218436,51.18,0.8951476077366813,0.53,12.89,-0.4117347211217598,4.53,1646.93,4.18,2.7,46.96,0
624,078930,2016/12,0.0651810528348093,0.008759227927914197,0.02103434084777539,1.069295063870052,128.03,1.0453721670999159,0.74,6.36,-0.026668247082161294,13.03,2031.22,12.13,4.69,18.81,1
625,078930,2017/12,0.1000214901912627,0.013536458936022993,0.007963178564596917,1.0817306746897921,127.72,1.0805715836755423,0.76,5.97,0.026668247082161273,13.1,2190.74,13.42,5.16,17.29,1
626,078930,2018/12,0.09697835988591835,0.007572583662486809,-0.0027512227034123676,1.0285088416948058,115.02,0.9809498342935394,0.58,5.41,-0.27029032973991185,12.45,2342.86,11.14,4.62,19.93,1
628,079160,2016/12,0.12057382431681568,0.001717431934131434,-0.023538920038389654,1.793030474040632,176.13,1.6673179761415056,3.99,120.74,-0.4615090052543126,4.91,3967.39,3.1,0.28,60.03,0
632,079430,2016/12,0.10361656863971969,0.0047553497684895505,0.011012388937554749,1.107331223628692,51.35,1.0666666666666667,1.44,12.34,-0.5108256237659907,5.73,1525.26,12.68,8.3,4.06,1
633,079430,2017/12,0.279677156071461,0.015416704452706992,0.006892173755327832,1.6261014527268398,65.06,1.889747191011236,1.56,15.16,0.08004270767353656,5.7,1930.19,10.7,6.7,5.44,1
634,079430,2018/12,0.6784166850260703,-0.003818755966806198,0.0027906293603583757,0.9942882249560633,51.75,0.8602749907097733,0.9,10.59,-0.5500463369192721,3.56,2094.91,9.03,5.71,15.0,0
636,079550,2016/12,-0.024197642281008517,-0.013875571098200689,-0.0033278808731456934,1.0212050390469134,183.62,0.9852191641182467,2.8,22.98,-0.3440961617318724,4.71,474.16,12.75,4.35,26.84,0
638,079550,2018/12,-0.13125736330245558,0.009240222689366813,0.006052345861535263,1.1571158062587203,257.17,1.1919019104647848,1.25,182.34,-0.5561813254867879,1.65,425.16,0.72,0.21,246.74,0
640,081660,2016/12,0.06934323296209725,-0.03153215087767542,0.20367569549475228,3.457860864235366,159.95,4.1672669067627055,0.94,2.48,-0.8593825996022757,1.22,1351.13,48.35,14.26,0.88,2
641,081660,2017/12,0.483678331631548,0.06364677124911043,-0.06281134936105696,0.9095985110342993,149.44,0.8856347224889571,1.25,15.85,0.2850189550322972,8.59,1304.79,7.53,3.35,4.9,0
642,081660,2018/12,0.13294272465221205,0.04373981701967665,0.03192755984459206,1.073207963883205,119.34,0.9746286457768621,3.3,22.78,0.9707789171582247,12.09,1538.42,16.03,6.58,2.13,0
644,086280,2016/12,0.08667616211316846,0.003988087530752298,0.016690405282921143,1.065387444006151,129.12,1.0247164342606752,1.67,11.46,-0.3373273029409463,4.75,18053.23,15.38,6.55,22.25,1
645,086280,2017/12,0.1260059926206572,-0.0002104846098605849,0.02164277047272367,1.0273862566677125,105.18,0.934543429844098,1.28,7.49,-0.2659635484971379,4.45,21105.97,18.23,8.43,16.53,0
646,086280,2018/12,0.06012978931460574,-0.00201499392538596,-0.02881441313301923,1.0613386759837278,103.93,1.0551941088153285,1.14,11.06,-0.11583181552512183,4.21,22778.49,10.6,5.18,28.29,1
648,086790,2016/12,0.0017067348926113873,0.0017882054872074872,0.001319527375749196,1.065047335267183,1388.57,1.0685873245136392,0.41,6.95,0.24783616390458127,4.67,1480.39,5.96,0.42,23.36,1
649,086790,2017/12,0.012908412479591024,0.003117469292645088,0.0020243783839649127,1.0342118603298605,1350.34,1.032248470153562,0.62,7.24,0.4135623183407838,6.94,1577.55,8.79,0.6,22.53,1
650,086790,2018/12,-0.017863961232476966,0.001165216007185096,0.00042571586901533345,1.0692031115614933,1320.25,1.0675258171683348,0.41,4.86,-0.4135623183407838,9.69,1705.77,8.88,0.61,25.54,1
652,088350,2016/12,0.034033875820937524,-0.0005993295001217388,0.002878791547078657,1.1994459972952933,1203.41,1.2127313577019476,0.58,7.13,-0.09844007281325265,2.52,132.19,9.84,0.77,7.56,1
653,088350,2017/12,0.04418532241999612,0.0035243928084128986,-0.0012747803775110483,1.0553973786470388,1130.64,1.050211391555225,0.56,10.26,-0.03509131981126994,3.65,157.04,7.7,0.56,17.98,0
654,088350,2018/12,-0.02058749452686968,-0.002349668124876491,-0.001876944656481155,1.048335443213791,1055.63,1.0423164507534788,0.31,8.83,-0.5913644862500032,2.77,184.47,4.54,0.35,18.09,0
656,090430,2016/12,0.18261348405664593,0.015626461084501334,0.01265493989423047,1.1662127793657582,32.98,1.1999439671273815,5.72,34.71,-0.40196247755696246,15.02,11241.22,17.7,13.42,17.06,1
657,090430,2017/12,-0.09881314351207221,-0.04768264613111307,-0.046924876625652395,1.0374594719777674,28.75,0.9341583002568293,5.06,53.34,-0.12260232209233239,11.64,12104.31,9.81,7.54,22.42,0
658,090430,2018/12,0.028659694048460936,-0.021290058435999553,-0.01176164067443332,0.999144297486839,20.8,0.770390735649421,3.27,43.53,-0.43657649839021206,9.13,12885.28,7.75,6.23,24.52,2
660,093050,2016/12,-0.027290575916230367,0.003206806282722513,0.00039267015706806284,1.0720048816868941,50.27,1.1567898534878636,0.6,12.2,-0.2623642644674911,5.17,631.79,4.99,3.35,28.3,1
661,093050,2017/12,0.045845272206303724,0.019584999527692937,0.011839163701627886,1.0086648535829486,44.55,0.9291115311909263,0.84,12.43,0.3364722366212129,6.88,672.28,6.87,4.41,19.85,1
662,093050,2018/12,0.06443664140947453,0.005790673319780694,0.0069611285652682806,1.0357411587659895,39.58,0.953001017293998,0.62,8.73,-0.30368241379822203,7.0,717.69,7.35,5.01,17.57,0
664,093370,2016/12,0.10798532238336536,0.07268914904770225,0.1666957889218941,1.1893649579188983,95.28,0.9283965728274174,4.6,11.14,-0.21965922723159903,18.97,207.43,52.17,21.47,0.0,2
665,093370,2017/12,0.18086124401913875,-0.0028708133971291866,-0.10590111642743222,1.0167256352524927,51.31,0.7066578773895847,5.31,31.8,0.14353553175879824,14.26,271.38,18.22,9.0,0.0,0
666,093370,2018/12,0.06890179514255544,0.01082365364308342,-0.00026399155227032733,1.396709901929769,79.83,1.828358208955224,3.3,22.27,-0.47566936678141286,14.4,339.43,16.04,7.41,0.0,2
669,096760,2017/12,-0.002830299933173474,-0.0012579110814104329,0.05605566256535241,1.125940163797426,263.53,1.062676822633297,3.19,9.79,-0.37899453134080135,6.12,442.54,38.22,4.47,8.59,1
670,096760,2018/12,0.03370315299858935,-0.006405124099279423,-0.01563155286133669,0.9467824537964818,218.12,0.8955560106491911,2.53,19.91,-0.23180161405732444,4.59,497.91,13.32,2.78,23.16,1
672,096770,2016/12,-0.2763730996182424,0.03905782040033719,0.026702699828435858,1.0389511412700336,77.99,0.9974010549481259,0.8,8.21,0.05129329438755048,8.17,3533.1,10.13,5.38,35.69,2
673,096770,2017/12,0.1987748274014909,-0.00019451934270417798,0.012679668539040033,1.05121956459687,77.38,1.0465456735989016,1.05,9.11,0.27193371548364176,6.98,3800.39,11.96,6.42,35.44,1
674,096770,2018/12,0.22976884178393375,-0.03191281462409152,-0.01272689665993852,1.0468115421560813,86.99,1.1163458449346755,0.87,10.19,-0.18805223150293973,3.88,3989.65,9.12,4.85,42.9,0
676,097950,2016/12,0.11103921402557805,0.006247141526213263,0.006762090285423901,1.1465243286089315,160.15,1.1601482189815921,1.48,18.77,-0.13858616328614667,5.79,4818.68,8.42,2.4,12.83,0
677,097950,2017/12,0.11729376760034688,-0.004106109216376635,0.003634213082554245,1.0698900178863644,174.55,1.1049372540130644,1.53,14.33,0.033225647628320386,4.71,5152.2,10.91,2.53,11.48,1
678,097950,2018/12,0.12060464566301206,0.0030853758136235015,0.028191865277422585,1.15585039216035,166.78,1.1365590294937664,1.11,6.1,-0.3209077200801012,4.46,6233.74,21.46,5.09,6.42,1
680,103140,2016/12,0.004546735556599343,0.04009394081728511,0.03231564114607797,1.0411489492253414,119.86,0.9772217087019676,0.92,8.25,0.2591087000077249,7.69,770.52,11.84,5.17,14.25,1
681,103140,2017/12,0.041584012930717805,0.008559253544926898,0.004775549188156638,1.005377730303142,108.5,0.9596648875076008,1.02,8.84,0.1031842362352308,8.19,840.26,11.86,5.54,14.88,1
682,103140,2018/12,-0.06317622647102415,-0.04950348302949459,-0.032829405661775606,0.9775050375526653,93.44,0.9073500422416221,0.56,12.36,-0.5996211225491218,3.88,882.96,4.62,2.3,27.11,1
684,105560,2016/12,0.008861434130526584,-0.0004092294000390499,0.0013136774568521235,1.1416380629388374,1101.72,1.1474187165827066,0.55,7.84,0.20067069546215124,6.61,1429.9,7.18,0.62,23.23,1
685,105560,2017/12,0.03415186459186325,0.005756349887311278,0.002839034521483107,1.1626728195239646,1182.97,1.169356611247624,0.74,8.01,0.2967319079716987,10.23,1564.67,10.18,0.82,23.15,0
686,105560,2018/12,0.00610624113148574,0.0005504303428982428,-0.0006145962908808293,1.0979947599005095,1242.89,1.1021364113097059,0.52,6.35,-0.3528213746227423,10.15,1654.63,8.78,0.67,24.82,1
688,105630,2016/12,-0.034292279817932744,-0.05373635600335852,-0.05090812674002387,1.2806893771417054,125.45,1.2479703494528769,2.25,21.85,-0.7944996748202329,5.27,2208.2,10.72,4.06,27.81,1
689,105630,2017/12,0.13264147883898167,-0.020350251337765527,8.107669855683477e-05,0.941292201148973,108.53,0.8803563852354688,2.22,24.92,-0.013423020332140548,3.3,2370.44,9.34,3.74,40.83,2
692,108670,2016/12,0.10635343896687749,0.0030411882671838157,0.001542631729730921,1.0151434408029132,143.87,0.9812982098675593,1.02,12.74,-0.493020999132484,5.36,1818.0,8.29,3.29,23.98,0
693,108670,2017/12,0.11548179035803052,-0.004765523899513177,-0.00279358297557669,1.1297082112078394,162.02,1.1842046718576196,0.98,14.31,-0.04000533461369925,4.53,1932.69,7.06,2.79,26.55,1
696,111770,2016/12,0.18075346476673823,-0.007547660875788926,-0.015398963281063613,1.0759567762269249,73.48,1.1788958770090845,1.08,12.35,-0.3867729750960119,8.96,5384.08,9.08,4.73,9.99,0
697,111770,2017/12,0.003301462076062256,0.0007288942245851735,-0.006131286712687047,0.9519604971335314,69.67,0.9228413357044063,1.12,12.84,0.03636764417087479,9.01,5824.27,8.79,4.06,12.11,2
698,111770,2018/12,0.037445561479913715,0.00809963775489438,0.0067564817452887786,1.160007033276188,58.67,1.0446419012953645,1.09,15.03,-0.02715098906595086,9.57,6276.46,8.15,4.53,13.58,1
700,114090,2016/12,0.06156297530238285,0.04751213152748606,0.032737017454914176,1.1225211375864719,40.76,1.0885229027277405,2.44,11.06,-0.2958453830909419,27.58,1576.5,23.46,16.56,54.1,1
701,114090,2017/12,-0.06415429861158607,-0.0588195061897271,-0.046234867656111074,1.0023281292796493,37.56,0.9451536643026005,3.4,22.46,0.3317773923170052,21.58,1620.3,15.33,11.02,56.07,1
704,115390,2016/12,0.023882181239219848,0.03303701738092079,0.04577418070850471,0.9925974884335756,11.74,0.6772532188841202,1.17,16.98,0.10821358464023258,14.17,2470.65,7.16,6.23,57.68,2
705,115390,2017/12,-0.010436432637571158,-0.011656275413391162,-0.016400108430468963,0.9651085364229591,13.42,1.0874524714828897,2.31,42.95,0.6802437757240375,12.35,2497.97,5.33,4.74,20.19,1
706,115390,2018/12,0.02308585479133939,-0.020627006352025135,-0.006147121098285636,1.0202842555540224,11.93,0.9184149184149184,1.7,37.39,-0.30661927347153184,8.41,2512.63,4.68,4.16,14.26,0
708,120110,2016/12,-0.05750742535563545,-0.000742535563545412,0.06274425511958731,1.052746635647099,146.99,1.033822020716815,1.04,12.13,0.08004270767353656,6.07,1282.74,8.93,3.44,18.12,1
709,120110,2017/12,0.008211896251489322,-0.014425808816790396,-0.009769956924204931,1.0786420529233582,143.79,1.0690162937353949,1.16,18.43,0.10919929196499181,4.3,1340.69,6.49,2.25,23.25,0
710,120110,2018/12,-0.026204293801402784,-0.005536369138747463,-0.014205860362445259,0.9842808951058832,152.33,1.0074262614163796,0.81,25.47,-0.3591410364339257,3.74,1330.71,3.04,0.76,41.38,1
712,128940,2016/12,-0.2619592722014701,-0.11145921195324737,-0.07940715748885407,0.9270869615697201,117.42,0.8820822254039681,4.84,137.09,-0.8452296073231446,3.03,2476.93,3.5,1.83,0.0,2
713,128940,2017/12,0.020810951840142422,0.03400963811043924,0.02375763528653427,1.0400125234815278,109.6,1.0069565217391305,9.32,110.28,0.6552479079689595,8.96,2510.88,8.82,4.23,9.19,1
714,128940,2018/12,0.05930610661973092,0.0008352972763342382,-0.020763103726022494,1.0182431211993497,114.28,1.0385722510074842,7.63,216.81,-0.20007478340113424,8.23,2468.74,3.52,2.04,22.75,0
716,138930,2016/12,-0.0028439005516383447,0.00017522693793102699,-0.00013495739318911395,1.035475384777275,1219.04,1.0274245471162067,0.42,5.53,0.07410797215372183,14.5,334.89,7.92,0.56,14.94,1
717,138930,2017/12,-0.0010956587848089945,-0.0012564405889937934,-0.0009913103291128997,1.0092830506770274,1132.36,1.0034608484287286,0.44,7.62,0.04652001563489291,12.36,369.8,5.83,0.45,18.6,0
718,138930,2018/12,0.002990521042374689,0.0016102009075113024,0.001171149341733301,1.0470969793322735,1072.63,1.042385862920156,0.31,4.76,-0.35020242943311486,14.71,416.99,6.84,0.56,19.47,1
720,139480,2016/12,0.06517198627184291,0.002880640558216008,-0.00496593024304987,1.0646000358774097,89.93,1.0070991398323776,0.66,13.56,-0.12783337150988489,3.89,4444.69,5.13,2.55,11.11,2
721,139480,2017/12,0.05713632582564467,0.002412958859051453,0.015639783341694025,1.0412440619309014,83.17,0.9985217427011046,0.92,12.26,0.33213383502261484,3.77,4808.41,7.73,3.99,7.91,0
722,139480,2018/12,0.09349063387405394,-0.007440494326699248,-0.009244250527111187,1.042784676189587,89.15,1.0824251895107675,0.62,11.3,-0.39465419200394874,2.71,5029.24,5.49,2.9,12.38,1
724,145990,2016/12,0.32099611606122913,0.04083847384053004,0.0286726068083162,1.4353873974127138,76.99,1.2221919673247106,0.99,12.42,-0.02985296314968116,7.36,1944.63,10.78,5.78,16.74,0
725,145990,2017/12,0.019159000689343696,-0.027763911668924862,-0.024721291212056382,1.03842426591724,71.96,0.9989974378968475,0.86,27.87,-0.14077255388108215,4.35,1982.5,3.31,2.34,35.32,0
726,145990,2018/12,0.03826731526523049,0.0037526059763724807,0.004864489228630994,1.0143717045401521,71.72,1.0123773416592328,0.5,13.04,-0.5423242908253616,4.57,2032.28,4.13,2.77,33.44,0
728,161390,2016/12,0.02025305861984193,0.022826536109759862,0.02328683289657445,1.0132580743673718,61.4,0.8404509344721495,1.21,8.23,0.06840272688440062,16.66,9596.83,15.75,9.2,5.68,1
729,161390,2017/12,0.019967817437097718,-0.03237064281534732,-0.028483657945331437,0.9892745790895864,49.35,0.8592542002458681,1.06,11.29,-0.13235145148467387,11.65,10514.55,9.74,6.34,8.27,0
730,161390,2018/12,-0.0018431080185553346,-0.009391567263088138,-0.00787980450629556,1.0291633399167963,44.27,0.955743490287095,0.74,9.52,-0.35937400090789745,10.34,11251.23,7.96,5.49,10.67,0
732,161890,2016/12,0.3146201624462494,0.030339225991399904,0.01839464882943144,1.4316003485332558,71.34,1.6601941747572815,5.14,26.16,-0.5679191846599715,11.0,2440.4,21.64,12.71,9.94,1
733,161890,2017/12,0.2653693817806096,-0.011021181332874117,-0.007921474083003272,1.3562588760397647,100.98,1.6369395711500974,5.67,36.61,0.09813603827258703,8.15,2814.7,16.44,8.37,13.4,1
734,161890,2018/12,0.3757049283687695,0.016112648429016777,-0.008266489194017304,3.270605833956619,169.99,4.098243524858589,3.59,36.09,-0.45703691523947315,6.63,3839.31,11.38,2.58,17.43,0
736,170900,2016/12,-0.006948030608891601,-0.03812027604337825,-0.03567907609971363,1.0029149036201221,81.02,0.9364456649666536,1.51,83.27,-0.3440123288945008,2.65,917.23,1.86,1.0,39.7,1
738,170900,2018/12,0.013417009305345163,0.016771261631681453,0.014499026184808483,1.0544625986439924,63.74,1.159497645211931,1.52,110.18,0.04714677842570208,6.95,921.44,1.38,0.87,105.36,2
740,185750,2016/12,0.39326765188834156,0.030377668308702793,0.07832512315270936,1.1134825611660593,81.14,1.0982040504394344,2.79,24.11,-0.0317486983145803,7.36,1404.06,12.24,6.72,20.67,1
742,185750,2018/12,0.10340606322459854,-0.003024411319939512,-0.017282350399654353,1.0506497341996457,65.12,1.0244614822928075,2.45,24.96,-0.28563917082198054,7.92,1671.22,10.21,6.01,20.85,2
744,192400,2016/12,-0.2750411738284174,0.005689474472226381,0.008234765683485551,1.1510466988727859,25.99,1.2848432055749128,1.68,14.04,-0.6901665524218076,13.2,13018.45,15.17,11.99,31.17,0
745,192400,2017/12,-0.055795416805048154,-0.05097974094985055,0.6175689139820657,0.684946838276441,36.84,0.8935593220338983,1.83,3.13,0.08552217343816214,14.37,38836.22,96.96,75.05,4.05,2
746,192400,2018/12,0.06970726184699984,0.005175481158013909,-0.5942099304544719,1.525735294117647,22.57,1.0440060698027314,1.21,9.05,-0.4136956072446799,13.76,36135.32,17.49,13.68,22.05,0
748,192820,2016/12,0.4049601737871108,0.030231716147719044,0.022628530050687906,1.5172020961494646,221.21,1.3393691588785046,5.69,31.85,-1.0915575856882196,6.95,4162.14,22.53,5.69,28.88,1
749,192820,2017/12,0.15875992249515594,-0.02187636727295456,-0.01987624226514157,1.402613004955699,308.96,1.538595726122983,5.39,62.36,-0.05416486321733395,3.98,4303.58,8.79,1.94,15.98,2
750,192820,2018/12,0.37654723127035833,0.01723878727136056,0.0056126284139313455,1.136509635974304,338.93,1.1617063492063493,4.92,40.05,-0.09123685441668901,4.15,5247.6,13.49,2.11,18.48,0
752,204320,2016/12,0.13153683819948517,0.009137079381275944,0.01866839822824146,1.0732246742631857,194.67,1.0555456139722987,1.5,11.04,0.24846135929849972,5.2,2674.95,14.32,4.87,23.47,0
753,204320,2017/12,-0.040760930524710054,-0.04968930165780559,-0.04302667294793279,0.9969984768389929,215.17,1.0303461838402332,2.14,605.78,0.35534072092559577,1.47,2568.84,0.34,0.41,195.81,0
754,204320,2018/12,-0.00447779665402833,0.025629197934363152,0.021286410224677386,0.9969220399910133,199.46,0.9725878636303804,0.96,12.87,-0.8016278235540154,3.48,2732.44,7.64,2.54,22.16,1
758,207940,2018/12,0.010817791620769552,-0.0015649333383978424,0.04878641698636381,0.8325653269479751,43.92,0.5691074658516809,6.15,114.11,-0.0032467560988698697,10.39,2416.4,5.51,3.4,0.0,2
760,214320,2016/12,0.04102266872746007,0.004185986604842864,0.0,1.1709891646277526,146.97,1.2353451480976576,1.74,17.48,-0.2833624113072645,9.46,6516.55,10.38,5.02,29.07,1
761,214320,2017/12,0.0527622970680882,-0.0016355706324206445,-0.0013932638720620305,0.9709868067578055,137.24,0.9439205457463884,2.18,23.81,0.22543976357456008,8.49,6930.65,9.27,4.58,32.53,2
762,214320,2018/12,0.059689968521708145,0.012769495753400249,0.009918631585199263,1.0703350753150938,134.68,1.0618556701030928,1.74,16.47,-0.22543976357456,9.54,7477.59,10.98,5.49,39.04,1
764,241560,2016/12,-0.11874556772515957,0.004475612638877945,0.0050744622173193605,0.9939040676208581,88.73,0.9181046457786696,1.07,20.15,inf,12.11,7721.88,5.54,2.84,41.54,0
765,241560,2017/12,0.016291097450818953,-0.003117530915514912,0.014948161056443298,0.9775058883040104,80.42,0.9267366014390425,1.05,13.11,-0.018868484304382805,11.64,8131.3,8.08,4.38,29.3,1
766,241560,2018/12,0.09209744974307409,0.010213695853556188,-0.0014726724253964734,1.0424496264432872,72.38,0.9820048615898125,0.84,11.94,-0.22314355131420985,11.56,8538.21,7.38,4.19,34.11,1
769,251270,2017/12,0.25319297477105035,0.058890364266060695,0.04153262789010417,2.7320425053642587,19.76,1.3636223149435944,3.7,48.36,inf,21.02,52277.81,11.17,9.88,9.88,1
770,251270,2018/12,-0.07485599265353826,-0.049737030062982926,-0.027085439720982867,1.0159507825794267,19.37,0.9989800543970988,2.14,50.08,-0.5475269906164187,11.96,54071.11,4.36,3.99,0.0,2
774,267250,2018/12,0.5858116844951217,0.0008318940962646147,-0.0329592824009187,1.1177292877454688,121.22,1.1860624658143826,0.65,20.98,-0.1296778233085326,3.16,9928.56,3.53,1.28,100.7,1
778,271560,2018/12,0.3703735844144574,0.07584501236603462,0.028767301601076063,1.041364038972542,62.78,0.9931004271164166,3.37,33.92,0.06434071676544953,14.64,3992.84,10.31,6.21,16.96,2
782,282330,2018/12,3.5052173913043476,0.11811594202898551,0.09144927536231884,1.1606387975575387,184.2,1.081242263981096,6.76,22.87,-0.32221212480437983,3.28,2788.51,33.88,11.17,30.03,1
786,285130,2018/12,0.6626113066887555,0.028422033547318284,-0.00336508593911783,1.0200794812800669,168.87,1.0373380746761494,1.32,151.41,inf,3.34,1020.34,0.87,-0.85,87.64,2
